Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,LoanAmount_log,ApplicantIncome_log,TotalIncome
LP002983,Male,Yes,1,Graduate,No,8072,240.0,360.0,1.0,Urban,Y,5.53338948872752,8.996156562033445,8312.0
LP001138,Male,Yes,1,Graduate,No,5649,0.0,360.0,1.0,Urban,Y,3.784189633918261,8.639233817325263,5649.0
LP002925,,No,0,Graduate,No,4750,0.0,360.0,1.0,Semiurban,Y,4.543294782270004,8.465899897028686,4750.0
LP001565,Male,Yes,1,Graduate,No,3089,1280.0,360.0,0.0,Semiurban,N,4.795790545596741,8.035602692918582,4369.0
LP001955,Female,No,0,Graduate,No,5000,2541.0,480.0,1.0,Rural,N,5.017279836814924,8.517193191416238,7541.0
LP002386,Male,No,0,Graduate,No,12876,0.0,360.0,1.0,Semiurban,Y,6.003887067106539,9.463120392418698,12876.0
LP002734,Male,Yes,0,Graduate,No,6133,3906.0,360.0,1.0,Urban,Y,5.780743515792329,8.721439305625983,10039.0
LP001743,Male,Yes,2,Graduate,No,4009,1717.0,360.0,1.0,Semiurban,Y,4.7535901911063645,8.296297112642508,5726.0
LP001482,Male,Yes,0,Graduate,Yes,3459,0.0,120.0,1.0,Semiurban,Y,3.2188758248682006,8.148734808937169,3459.0
LP001498,Male,No,0,Graduate,No,5417,0.0,360.0,1.0,Urban,Y,5.123963979403259,8.597297435657898,5417.0
LP002571,Male,No,0,Not Graduate,No,3691,0.0,360.0,1.0,Rural,Y,4.700480365792417,8.213652703029998,3691.0
LP001859,Male,Yes,0,Graduate,No,14683,2100.0,360.0,1.0,Rural,N,5.717027701406222,9.594445640962938,16783.0
LP001491,Male,Yes,2,Graduate,Yes,3316,3500.0,360.0,1.0,Urban,Y,4.477336814478207,8.106514516255185,6816.0
LP002689,Male,Yes,2,Not Graduate,No,2192,1742.0,360.0,1.0,Semiurban,Y,3.8066624897703196,7.692569648067906,3934.0
LP002097,Male,No,1,Graduate,No,4384,1793.0,360.0,1.0,Urban,Y,4.762173934797756,8.385716828627851,6177.0
LP002201,Male,Yes,2,Graduate,Yes,9323,7873.0,300.0,1.0,Rural,Y,5.940171252720432,9.140239744296693,17196.0
LP002219,Male,Yes,3+,Graduate,No,8750,4996.0,360.0,1.0,Rural,Y,4.867534450455582,9.07680897935166,13746.0
LP001546,Male,No,0,Graduate,No,2980,2083.0,360.0,1.0,Rural,Y,4.787491742782046,7.9996785794994505,5063.0
LP001666,Male,No,0,Graduate,No,8333,3750.0,360.0,1.0,Rural,Y,5.231108616854587,9.027978814382207,12083.0
LP001633,Male,Yes,1,Graduate,No,6400,7250.0,360.0,0.0,Urban,N,5.19295685089021,8.764053269347762,13650.0
LP001020,Male,Yes,1,Graduate,No,12841,10968.0,360.0,1.0,Semiurban,N,5.855071922202427,9.460398455831275,23809.0
LP001864,Male,Yes,3+,Not Graduate,No,4931,0.0,360.0,,Semiurban,N,4.852030263919617,8.503297086224126,4931.0
LP001097,Male,No,1,Graduate,Yes,4692,0.0,360.0,1.0,Rural,N,4.663439094112067,8.453614209773367,4692.0
LP001528,Male,No,0,Graduate,No,6277,0.0,360.0,0.0,Rural,N,4.770684624465665,8.744647438317532,6277.0
LP001871,Female,No,0,Graduate,No,7200,0.0,360.0,1.0,Rural,Y,4.787491742782046,8.881836305004146,7200.0
LP002990,Female,No,0,Graduate,Yes,4583,0.0,360.0,0.0,Semiurban,N,4.890349128221754,8.430109084509125,4583.0
LP001356,Male,Yes,0,Graduate,No,4652,3583.0,360.0,1.0,Semiurban,Y,4.984280948055957,8.445052513638554,8235.0
LP002131,Male,Yes,2,Not Graduate,No,3083,2168.0,360.0,1.0,Urban,Y,4.836281906951478,8.03365842788615,5251.0
LP001116,Male,No,0,Not Graduate,No,3748,1668.0,360.0,1.0,Semiurban,Y,4.700480365792417,8.228977643358313,5416.0
LP001086,Male,No,0,Not Graduate,No,1442,0.0,360.0,1.0,Urban,N,3.5553480614894135,7.273786317844895,1442.0
LP002139,Male,Yes,0,Graduate,No,9083,0.0,360.0,1.0,Semiurban,Y,5.429345628954441,9.114159813502214,9083.0
LP001720,Male,Yes,3+,Not Graduate,No,3850,983.0,360.0,1.0,Semiurban,Y,4.605170185988092,8.25582842728183,4833.0
LP002794,Female,No,0,Graduate,No,2667,1625.0,360.0,,Urban,Y,4.430816798843313,7.888709524182015,4292.0
LP002547,Male,Yes,1,Graduate,No,18333,0.0,360.0,1.0,Urban,N,6.214608098422191,9.816457993563025,18333.0
LP001580,Male,Yes,2,Graduate,No,8000,0.0,360.0,1.0,Semiurban,Y,5.298317366548036,8.987196820661973,8000.0
LP002898,Male,Yes,1,Graduate,No,1880,0.0,360.0,,Rural,N,4.110873864173311,7.539027055823995,1880.0
LP002624,Male,Yes,0,Graduate,No,20833,6667.0,360.0,,Urban,Y,6.173786103901937,9.944293546928382,27500.0
LP002522,Female,No,0,Graduate,Yes,2500,0.0,360.0,,Urban,Y,4.532599493153256,7.824046010856292,2500.0
LP001693,Female,No,0,Graduate,No,3244,0.0,360.0,1.0,Urban,Y,4.382026634673881,8.084562415235304,3244.0
LP001532,Male,Yes,2,Not Graduate,No,2281,0.0,360.0,1.0,Rural,N,4.727387818712341,7.732369222284388,2281.0
LP002974,Male,Yes,0,Graduate,No,3232,1950.0,360.0,1.0,Rural,Y,4.68213122712422,8.080856419640986,5182.0
LP001091,Male,Yes,1,Graduate,No,4166,3369.0,360.0,,Urban,N,5.303304908059076,8.334711621820917,7535.0
LP002181,Male,No,0,Not Graduate,No,6216,0.0,360.0,1.0,Rural,N,4.890349128221754,8.734881892047483,6216.0
LP001846,Female,No,3+,Graduate,No,3083,0.0,360.0,1.0,Rural,Y,5.541263545158426,8.03365842788615,3083.0
LP002328,Male,Yes,0,Not Graduate,No,6096,0.0,360.0,0.0,Rural,N,5.384495062789089,8.715388097366482,6096.0
LP002086,Female,Yes,0,Graduate,No,4333,2451.0,360.0,1.0,Urban,N,4.700480365792417,8.374015421739909,6784.0
LP001715,Male,Yes,3+,Not Graduate,Yes,5703,0.0,360.0,1.0,Rural,Y,4.867534450455582,8.648747631156539,5703.0
LP001489,Female,Yes,0,Graduate,No,4583,0.0,360.0,1.0,Rural,N,4.430816798843313,8.430109084509125,4583.0
LP002792,Male,Yes,1,Graduate,No,5468,1032.0,360.0,1.0,Semiurban,Y,3.258096538021482,8.60666819784384,6500.0
LP002130,Male,Yes,,Not Graduate,No,3523,3230.0,360.0,0.0,Rural,N,5.0238805208462765,8.167068178341237,6753.0
LP001784,Male,Yes,1,Graduate,No,5500,1260.0,360.0,1.0,Rural,Y,5.135798437050262,8.612503371220562,6760.0
LP002368,Male,Yes,2,Graduate,No,5935,0.0,360.0,1.0,Semiurban,Y,4.890349128221754,8.688622307043769,5935.0
LP002738,Male,No,2,Graduate,No,3617,0.0,360.0,1.0,Semiurban,Y,4.672828834461906,8.193400231952097,3617.0
LP001579,Male,No,0,Graduate,No,2237,0.0,480.0,0.0,Semiurban,N,4.143134726391533,7.71289096149013,2237.0
LP002959,Female,Yes,1,Graduate,No,12000,0.0,360.0,1.0,Semiurban,Y,6.206575926724928,9.392661928770137,12000.0
LP001761,Male,No,0,Graduate,Yes,6400,0.0,360.0,1.0,Rural,Y,5.298317366548036,8.764053269347762,6400.0
LP001750,Male,Yes,0,Graduate,No,6250,0.0,360.0,1.0,Semiurban,Y,4.852030263919617,8.740336742730447,6250.0
LP002798,Male,Yes,0,Graduate,No,3887,2669.0,360.0,1.0,Semiurban,Y,5.087596335232384,8.265392930852224,6556.0
LP001585,,Yes,3+,Graduate,No,51763,0.0,300.0,1.0,Urban,Y,6.551080335043404,10.854430887309706,51763.0
LP002622,Male,Yes,2,Graduate,No,3510,4416.0,360.0,1.0,Rural,Y,5.493061443340548,8.163371316459912,7926.0
LP002342,Male,Yes,2,Graduate,Yes,1600,20000.0,360.0,1.0,Urban,N,5.476463551931511,7.3777589082278725,21600.0
LP002305,Female,No,0,Graduate,No,4547,0.0,360.0,1.0,Semiurban,Y,4.74493212836325,8.42222295382501,4547.0
LP001882,Male,Yes,3+,Graduate,No,4333,1811.0,360.0,0.0,Urban,Y,5.075173815233827,8.374015421739909,6144.0
LP002357,Female,No,0,Not Graduate,No,2720,0.0,,0.0,Urban,N,4.382026634673881,7.908387159290043,2720.0
LP002515,Male,Yes,1,Graduate,Yes,3450,2079.0,360.0,1.0,Semiurban,Y,5.087596335232384,8.146129510025405,5529.0
LP001401,Male,Yes,1,Graduate,No,14583,0.0,180.0,1.0,Rural,Y,5.220355825078324,9.587611745713565,14583.0
LP002473,Male,Yes,0,Graduate,No,8334,0.0,360.0,1.0,Semiurban,N,5.075173815233827,9.0280988119824,8334.0
LP001788,Female,No,0,Graduate,Yes,3463,0.0,360.0,,Urban,Y,4.804021044733257,8.149890544402423,3463.0
LP002530,,Yes,2,Graduate,No,2873,1872.0,360.0,0.0,Semiurban,N,4.882801922586371,7.96311205897929,4745.0
LP002205,Male,No,1,Graduate,No,3062,1987.0,180.0,0.0,Urban,N,4.709530201312334,8.026823576217629,5049.0
LP001146,Female,Yes,0,Graduate,No,2645,3440.0,360.0,0.0,Urban,N,4.787491742782046,7.8804263442924,6085.0
LP002931,Male,Yes,2,Graduate,Yes,6000,0.0,240.0,1.0,Semiurban,N,5.3230099791384085,8.699514748210191,6000.0
LP002862,Male,Yes,2,Not Graduate,No,6125,1625.0,480.0,1.0,Semiurban,N,5.231108616854587,8.720134035412928,7750.0
LP002772,Male,No,0,Graduate,No,2526,1783.0,360.0,1.0,Rural,Y,4.976733742420574,7.8343923029104365,4309.0
LP002757,Female,Yes,0,Not Graduate,No,3017,663.0,360.0,,Semiurban,Y,4.624972813284271,8.012018239159062,3680.0
LP001267,Female,Yes,2,Graduate,No,1378,1881.0,360.0,1.0,Urban,N,5.117993812416755,7.228388451573604,3259.0
LP002319,Male,Yes,0,Graduate,No,6256,0.0,360.0,,Urban,Y,5.075173815233827,8.741296282225147,6256.0
LP002144,Female,No,,Graduate,No,3813,0.0,180.0,1.0,Urban,Y,4.7535901911063645,8.246171559857563,3813.0
LP001326,Male,No,0,Graduate,No,6782,0.0,360.0,,Urban,N,4.984280948055957,8.822027322685583,6782.0
LP002434,Male,Yes,2,Not Graduate,No,4652,0.0,360.0,1.0,Rural,Y,4.700480365792417,8.445052513638554,4652.0
LP001233,Male,Yes,1,Graduate,No,10750,0.0,360.0,1.0,Urban,Y,5.7430031878094825,9.28266103355581,10750.0
LP002054,Male,Yes,2,Not Graduate,No,3601,1590.0,360.0,1.0,Rural,Y,4.984280948055957,8.188966863648876,5191.0
LP001327,Female,Yes,0,Graduate,No,2484,2302.0,360.0,1.0,Semiurban,Y,4.919980925828125,7.81762544305337,4786.0
LP001047,Male,Yes,0,Not Graduate,No,2600,1911.0,360.0,0.0,Semiurban,N,4.7535901911063645,7.8632667240095735,4511.0
LP001844,Male,No,0,Graduate,Yes,16250,0.0,360.0,0.0,Urban,N,5.2574953720277815,9.695848187757884,16250.0
LP002361,Male,Yes,0,Graduate,No,1820,1719.0,360.0,1.0,Urban,Y,4.605170185988092,7.506591780070841,3539.0
LP002226,Male,Yes,0,Graduate,No,3333,2500.0,360.0,1.0,Semiurban,Y,4.852030263919617,8.11162807830774,5833.0
LP001677,Male,No,2,Graduate,No,4923,0.0,360.0,0.0,Semiurban,Y,5.111987788356544,8.5016733797582,4923.0
LP002151,Male,Yes,1,Graduate,No,3875,0.0,360.0,1.0,Urban,N,4.204692619390966,8.262300941787448,3875.0
LP001451,Male,Yes,1,Graduate,Yes,10513,3850.0,180.0,0.0,Urban,N,5.075173815233827,9.26036786557583,14363.0
LP001508,Male,Yes,2,Graduate,No,11757,0.0,180.0,1.0,Urban,Y,5.231108616854587,9.372204086867741,11757.0
LP002296,Male,No,0,Not Graduate,No,2755,0.0,300.0,1.0,Rural,N,4.174387269895637,7.9211727215870145,2755.0
LP001702,Male,No,0,Graduate,No,3418,0.0,360.0,1.0,Semiurban,N,4.844187086458591,8.136810863675537,3418.0
LP001925,Female,No,0,Graduate,Yes,2600,1717.0,300.0,1.0,Semiurban,N,4.59511985013459,7.8632667240095735,4317.0
LP002600,Male,Yes,1,Graduate,Yes,2895,0.0,360.0,1.0,Semiurban,Y,4.553876891600541,7.970740390007095,2895.0
LP001883,Female,No,0,Graduate,No,3418,0.0,360.0,1.0,Rural,N,4.90527477843843,8.136810863675537,3418.0
LP001316,Male,Yes,0,Graduate,No,2958,2900.0,360.0,1.0,Semiurban,Y,4.875197323201151,7.992268643270745,5858.0
LP001120,Male,No,0,Graduate,No,1800,1213.0,360.0,1.0,Urban,Y,3.8501476017100584,7.495541943884256,3013.0
LP002833,Male,Yes,0,Not Graduate,No,4467,0.0,360.0,,Rural,Y,4.787491742782046,8.404472321352118,4467.0
LP002112,Male,Yes,2,Graduate,Yes,2500,4600.0,360.0,1.0,Rural,Y,5.170483995038151,7.824046010856292,7100.0
LP002341,Female,No,1,Graduate,No,2600,0.0,360.0,1.0,Urban,N,5.075173815233827,7.8632667240095735,2600.0
LP001778,Male,Yes,1,Graduate,No,3155,1779.0,360.0,1.0,Semiurban,Y,4.941642422609304,8.056743774975313,4934.0
LP002187,Male,No,0,Graduate,No,2500,0.0,480.0,1.0,Semiurban,N,4.564348191467836,7.824046010856292,2500.0
LP001179,Male,Yes,2,Graduate,No,4616,0.0,360.0,1.0,Urban,N,4.897839799950911,8.437283808187935,4616.0
LP001807,Male,Yes,2,Graduate,Yes,6250,1300.0,360.0,1.0,Rural,Y,4.68213122712422,8.740336742730447,7550.0
LP001264,Male,Yes,3+,Not Graduate,Yes,3333,2166.0,360.0,,Semiurban,Y,4.867534450455582,8.11162807830774,5499.0
LP001157,Female,No,0,Graduate,No,3086,0.0,360.0,1.0,Semiurban,Y,4.787491742782046,8.034631032923107,3086.0
LP002705,Male,Yes,0,Graduate,No,3775,0.0,360.0,1.0,Semiurban,Y,4.700480365792417,8.236155661683124,3775.0
LP002113,Female,No,3+,Not Graduate,No,1830,0.0,360.0,0.0,Urban,N,4.984280948055957,7.512071245835466,1830.0
LP002115,Male,Yes,3+,Not Graduate,No,2647,1587.0,360.0,1.0,Rural,N,5.153291594497779,7.881182202227102,4234.0
LP002659,Male,Yes,3+,Graduate,No,3466,3428.0,360.0,1.0,Rural,Y,5.0106352940962555,8.150756470275551,6894.0
LP002732,Male,No,0,Not Graduate,No,2550,2042.0,360.0,1.0,Rural,Y,4.836281906951478,7.843848638152472,4592.0
LP002008,Male,Yes,2,Graduate,Yes,5746,0.0,84.0,,Rural,Y,4.969813299576001,8.656259239539235,5746.0
LP001770,Male,No,0,Not Graduate,No,3189,2598.0,,1.0,Rural,Y,4.787491742782046,8.067462667010057,5787.0
LP002788,Male,Yes,0,Not Graduate,No,2454,2333.0,360.0,0.0,Urban,N,5.198497031265826,7.805474625270857,4787.0
LP001640,Male,Yes,0,Graduate,Yes,39147,4750.0,360.0,1.0,Semiurban,Y,4.787491742782046,10.575079070130357,43897.0
LP002949,Female,No,3+,Graduate,No,416,41667.0,180.0,,Urban,N,5.857933154483459,6.030685260261263,42083.0
LP001207,Male,Yes,0,Not Graduate,Yes,2609,3449.0,180.0,0.0,Rural,N,5.10594547390058,7.866722285136729,6058.0
LP002534,Female,No,0,Not Graduate,No,4350,0.0,360.0,1.0,Rural,Y,5.0369526024136295,8.37793112408273,4350.0
LP002693,Male,Yes,2,Graduate,Yes,7948,7166.0,360.0,1.0,Rural,Y,6.173786103901937,8.980675603671708,15114.0
LP001814,Male,Yes,2,Graduate,No,9703,0.0,360.0,1.0,Urban,Y,4.718498871295094,9.1801903950253,9703.0
LP001487,Male,No,0,Graduate,No,4895,0.0,360.0,1.0,Semiurban,Y,4.624972813284271,8.49596955496461,4895.0
LP002484,Male,Yes,3+,Graduate,No,7740,0.0,180.0,1.0,Urban,Y,4.852030263919617,8.954156966583772,7740.0
